id,category,input_text,expected_emotion,expected_layer3_flag,expected_layer4_action,expected_tone,severity
BURNOUT-040,BURNOUT,Rasanya cape dan bosan dengan semua ini,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-041,BURNOUT,Saya seperti zombie yang hanya bekerja,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-042,BURNOUT,Rasanya sudah tidak bisa lebih dari ini,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-043,BURNOUT,Rasanya semua menjadi beban,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-044,BURNOUT,Saya sudah kehilangan passion untuk belajar,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-045,BURNOUT,Rasanya tidak ada harapan lagi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-046,BURNOUT,Kehidupan saya hanya itu-itu saja,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-047,BURNOUT,Saya tidak pernah merasa cukup istirahat,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-048,BURNOUT,Rasanya ingin everything berhenti,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-049,BURNOUT,Saya sudah tidak merasa seperti diri sendiri,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-050,BURNOUT,Rasanya tidak ada yang bisa membantu,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-051,BURNOUT,Semester ini sudah mengambil semua dari saya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-052,BURNOUT,Rasanya tidak ada lagi yang bisa give,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-053,BURNOUT,Saya selalu lelah tapi harus terus berjalan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-054,BURNOUT,Rasanya sudah di titik terendah,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-055,BURNOUT,Rasanya butuh istirahat panjang,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-056,BURNOUT,Tidak ada yang mengerti kondisi saya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-057,BURNOUT,Saya sudah terlalu lama di bawah tekanan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-058,BURNOUT,Rasanya semuanya butuh effort yang besar,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-059,BURNOUT,Saya kehilangan diri saya sendiri,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-060,BURNOUT,Rasanya sudah tidak ada gunanya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-061,BURNOUT,Saya hanya bisa kerja dan kerja,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-062,BURNOUT,Rasanya ingin menghilang dari dunia,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-063,BURNOUT,Rasanya body and mind sudah tidak cooperate,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-064,BURNOUT,Tidak ada finish line yang terlihat,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-065,BURNOUT,Rasanya sudah melampaui batas,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-066,BURNOUT,Saya sudah tidak pede dengan diri sendiri,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-067,BURNOUT,Rasanya hanya want to disappear,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-068,BURNOUT,Rasanya semua kehilangan warna,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-069,BURNOUT,Saya tidak bisa berhenti thinking about work,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-070,BURNOUT,Rasanya ingin cry tapi tidak punya tenaga,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-071,BURNOUT,Rasanya sudah tidak tau harus mulai dari mana,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-072,BURNOUT,Saya butuh escape dari semua ini,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-073,BURNOUT,Rasanya this is too much for me,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-074,BURNOUT,Every day feels the same draining,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-075,BURNOUT,Saya sudah tidak ingat последний раз saya happy,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-076,BURNOUT,Rasanya hidup hanya tentang survive,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-077,BURNOUT,Saya kehilangan semua motivasi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-078,BURNOUT,Rasanya tidak ada cahaya di ujung terowongan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-079,BURNOUT,Rasanya sudah tidak kuat lagi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-080,BURNOUT,Saya sudah melampaui batas kemanusiaan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-081,BURNOUT,Rasanya semua effort tidak ada artinya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-082,BURNOUT,Saya working non-stop sudah berminggu,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-083,BURNOUT,Rasanya everything is pointless,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-084,BURNOUT,Rasanya cape dengan semua,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-085,BURNOUT,Saya sudah tidak remember kapan terakhir enjoy,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-086,BURNOUT,Rasanya hidup terasa sama saja,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-087,BURNOUT,Saya hanya want to lay in bed all day,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-088,BURNOUT,Rasanya tidak ada yang cukup,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-089,BURNOUT,Rasanya semua orang menuntut saya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-090,BURNOUT,Saya working from morning till night,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-091,BURNOUT,Rasanya sudah tidak punya apa-apa lagi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-092,BURNOUT,Saya kehilangan spark dalam hidup,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-093,BURNOUT,Rasanya ingin everything to just end,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-094,BURNOUT,Rasanya semua terasa suffocating,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-095,BURNOUT,Rasanya hidup tidak bermakna lagi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-096,BURNOUT,Saya tidak pernah dapat downtime,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-097,BURNOUT,Rasanya I cannot take this anymore,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-098,BURNOUT,Saya working overtime terus-terusan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-099,BURNOUT,Rasanya mental saya sudah breakdown,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-100,BURNOUT,Rasanya semuanya sudah terlalu berat,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-101,BURNOUT,Saya merasa kosong,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-102,BURNOUT,Rasanya sudah tidak ada harapan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-103,BURNOUT,Rasanya semua hanya rutinitas tanpa arti,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-104,BURNOUT,Saya terus bekerja tanpa merasa puas,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-105,BURNOUT,Rasanya everything drains me,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-106,BURNOUT,Rasanya stuck dalam kelelahan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-107,BURNOUT,Saya tidak pernah merasa cukup baik,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-108,BURNOUT,Rasanya motivasi sudah habis,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-109,BURNOUT,Rasanya semua hanya beban,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-110,BURNOUT,Saya kehilangan kemampuan untuk enjoy,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-111,BURNOUT,Rasanya tidak ada energi tersisa,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-112,BURNOUT,Rasanya terus-menerus thinking about deadlines,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-113,BURNOUT,Saya sudah tidak pedulikan apapun,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-114,BURNOUT,Rasanya hanya ingin tidur selamanya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-115,BURNOUT,Rasanya saya seperti automatically working machine,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-116,BURNOUT,Rasanya tidak ada yang mengerti,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-117,BURNOUT,Saya exhausted secara mental dan fisik,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-118,BURNOUT,Rasanya semua ini meaningless,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-119,BURNOUT,Rasanya ingin everything to stop,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-120,BURNOUT,Rasanya sudah tidak ada yang tersisa,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-121,BURNOUT,Saya sudah tidak punya feeling,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-122,BURNOUT,Rasanya stuck dalam siklus dari kerja,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-123,BURNOUT,Saya sudah tidak tahu why I'm doing this,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-124,BURNOUT,Rasanya give up already,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-125,BURNOUT,Saya terlalu lama tanpa henti,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-126,BURNOUT,Rasanya mental fatigue yang sangat,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-127,BURNOUT,Rasanya tidak ada gunanya mencoba,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-128,BURNOUT,Saya sudah seperti dead inside,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-129,BURNOUT,Rasanya hidup hanya tentang survive,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-130,BURNOUT,Rasanya tidak ada artinya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-131,BURNOUT,Saya kehilangan semuanya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-132,BURNOUT,Rasanya capeee tapi harus lanjut,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-133,BURNOUT,Rasanya everything is too hard,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-134,BURNOUT,Saya work until my body gives up,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-135,BURNOUT,Rasanya butuh reset tapi tidak bisa,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-136,BURNOUT,Rasanya trapped dalam pekerjaan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-137,BURNOUT,Saya tidak pernah feel rested,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-138,BURNOUT,Rasanya tidak ada yang bisa make saya happy,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-139,BURNOUT,Rasanya sudah tidak mampu lagi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-140,BURNOUT,Saya kehilangan all purpose,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-141,BURNOUT,Rasanya semua ini tidak worth it,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-142,BURNOUT,Rasanya cape dengan tekanan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-143,BURNOUT,Saya really really tired,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-144,BURNOUT,Rasanya stuck and cannot get out,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-145,BURNOUT,Rasanya tidak ada yang bisa dimintai bantuan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-146,BURNOUT,Saya always in survival mode,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-147,BURNOUT,Rasanya butuh waktu untuk myself,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-148,BURNOUT,Rasanya sudah tidak kuat,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-149,BURNOUT,Rasanya life is draining me,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-150,BURNOUT,Rasanya tidak ada energi tersisa,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-151,BURNOUT,Rasanya stuck dalam kelelahan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-152,BURNOUT,Saya sudah melampaui batas,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-153,BURNOUT,Rasanya semua kehilangan makna,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-154,BURNOUT,Rasanya hanya ingin menghilang,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-155,BURNOUT,Rasanya cape dengan semua,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-156,BURNOUT,Rasanya hidup terasa berat sekali,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-157,BURNOUT,Saya tidak pernah dapat break,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-158,BURNOUT,Rasanya semua hanya rutinitas,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-159,BURNOUT,Rasanya stuck dalam infinite loop,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-160,BURNOUT,Rasanya butuh bantuan professionnel,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-161,BURNOUT,Saya sudah tidak punya motivasi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-162,BURNOUT,Rasanya mental sudah sangat lelah,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-163,BURNOUT,Rasanya cape dengan pressure,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-164,BURNOUT,Rasanya sudah tidak strong,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-165,BURNOUT,Saya stuck di titik yang sama,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-166,BURNOUT,Rasanya tidak ada cahaya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-167,BURNOUT,Rasanya everything is overwhelming,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-168,BURNOUT,Saya tidak pernah berhenti kerja,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-169,BURNOUT,Rasanya semua orang butuh sesuatu dari saya,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-170,BURNOUT,Rasanya tidak ada yang bisa membantu,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-171,BURNOUT,Rasanya trapped dalam jadwal,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-172,BURNOUT,Saya sudah tidak peduli dengan apapun,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-173,BURNOUT,Rasanya hilang sudah,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-174,BURNOUT,Rasanya give up semua,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-175,BURNOUT,Rasanya stuck,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-176,BURNOUT,Rasanya cape dengan semua ini,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-177,BURNOUT,Rasanya want to rest forever,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-178,BURNOUT,Rasanya everything is exhausted,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-179,BURNOUT,Saya sudah tidak berguna,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-180,BURNOUT,Rasanya saya sudah habis,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-181,BURNOUT,Rasanya stuck di persimpangan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-182,BURNOUT,Rasanya semua terasa gagal,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-183,BURNOUT,Saya hanya ingin tidur,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-184,BURNOUT,Rasanya hidup tanpa makna,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-185,BURNOUT,Rasanya saya sudah di ujung,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-186,BURNOUT,Rasanya tidak ada yang cukup baik,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-187,BURNOUT,Rasanya lose all hope,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-188,BURNOUT,Rasanya cape dengan semuanya,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-189,BURNOUT,Saya seperti mesin tanpa emosi,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-190,BURNOUT,Rasanya cannot keep going,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-191,BURNOUT,Rasanya stuck dalam kegelapan,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-192,BURNOUT,Saya exhausted beyond words,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-193,BURNOUT,Rasanya need a very long break,FATIGUE,true,REWRITE,PROTECTIVE,4
BURNOUT-194,BURNOUT,Rasanya cannot do this anymore,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-195,BURNOUT,Rasanya I am at my limit,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-196,BURNOUT,Rasanya capeeeeeeee,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-197,BURNOUT,Rasanya everything is draining,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-198,BURNOUT,Saya kehilangan all will to continue,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-199,BURNOUT,Rasanya give up is the only option,FATIGUE,true,REWRITE,PROTECTIVE,5
BURNOUT-200,BURNOUT,Rasanya hidup ini tidak worth it,FATIGUE,true,REWRITE,PROTECTIVE,5
SELFDEP-001,SELF_DEPRECATION,Saya memang bodoh teman-teman sudah pada selesai tapi saya belum mulai,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-002,SELF_DEPRECATION,Saya tidak berguna,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-003,SELF_DEPRECATION,Saya tidak kompeten seperti yang lain,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-004,SELF_DEPRECATION,Rasanya saya paling stupid,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-005,SELF_DEPRECATION,Saya tidak becus sama sekali,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-006,SELF_DEPRECATION,Semua orang lebih pintar dari saya,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-007,SELF_DEPRECATION,Saya payah dalam apapun,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-008,SELF_DEPRECATION,Rasanya tidak ada yang bisa saya lakukan dengan benar,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-009,SELF_DEPRECATION,Saya tidak talented,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-010,SELF_DEPRECATION,Rasanya saya failuresaja,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-011,SELF_DEPRECATION,Saya tidak pintar,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-012,SELF_DEPRECATION,Rasanya saya tidak capable,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-013,SELF_DEPRECATION,Teman-teman lebih baik dari saya,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-014,SELF_DEPRECATION,Saya tidak pernah bisa,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-015,SELF_DEPRECATION,Rasanya saya paling lemah,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-016,SELF_DEPRECATION,Saya tidak memiliki skill,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-017,SELF_DEPRECATION,Rasanya everyone is better than me,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-018,SELF_DEPRECATION,Saya loser,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-019,SELF_DEPRECATION,Rasanya saya tidak worth it,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-020,SELF_DEPRECATION,Saya tidak cukup smart,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-021,SELF_DEPRECATION,Rasanya saya tidak berharga,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-022,SELF_DEPRECATION,Saya tidak punya talenta,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-023,SELF_DEPRECATION,Rasanya saya selalu gagal,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-024,SELF_DEPRECATION,Saya tidak capable untuk ini,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-025,SELF_DEPRECATION,Rasanya semua orang lebih berhasil,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-026,SELF_DEPRECATION,Saya tidak smart seperti yang lain,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-027,SELF_DEPRECATION,Rasanya saya tidak berguna untuk siapa-siapa,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-028,SELF_DEPRECATION,Saya hanya beban,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-029,SELF_DEPRECATION,Rasanya saya tidak punya apa-apa,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-030,SELF_DEPRECATION,Saya tidak kompeten,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-031,SELF_DEPRECATION,Rasanya saya tidak berguna,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-032,SELF_DEPRECATION,Saya tidak becus,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-033,SELF_DEPRECATION,Rasanya saya selalu membuat kesalahan,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-034,SELF_DEPRECATION,Saya tidak memadai,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-035,SELF_DEPRECATION,Rasanya saya tidak berbakat,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-036,SELF_DEPRECATION,Saya tidak bisa melakukan apapun dengan benar,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-037,SELF_DEPRECATION,Rasanya saya tidak punya masa depan,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-038,SELF_DEPRECATION,Saya tidak cukup baik untuk ini,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-039,SELF_DEPRECATION,Rasanya saya tidak berguna bagi siapa-siapa,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-040,SELF_DEPRECATION,Saya gagal dalam Segalanya,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-041,SELF_DEPRECATION,Rasanya saya bodoh sekali,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-042,SELF_DEPRECATION,Saya tidak smart,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-043,SELF_DEPRECATION,Rasanya others are superior to me,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-044,SELF_DEPRECATION,Saya tidak berbakat dalam apapun,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-045,SELF_DEPRECATION,Rasanya saya tidak capable,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-046,SELF_DEPRECATION,Saya tidak bisa,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-047,SELF_DEPRECATION,Rasanya semua salah saya,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-048,SELF_DEPRECATION,Saya tidak berguna,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-049,SELF_DEPRECATION,Rasanya I am not good enough,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-050,SELF_DEPRECATION,Saya tidak kompeten untuk tugas ini,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-051,SELF_DEPRECATION,Rasanya saya tidak berbakat,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-052,SELF_DEPRECATION,Saya bodoh karena tidak bisa mengerjakan ini,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-053,SELF_DEPRECATION,Rasanya saya tidak layak,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-054,SELF_DEPRECATION,Saya tidak tahu kenapa saya masih mencoba,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-055,SELF_DEPRECATION,Rasanya semua orang lebih pintar,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-056,SELF_DEPRECATION,Saya tidak capable whatsoever,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-057,SELF_DEPRECATION,Rasanya I am a failure,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-058,SELF_DEPRECATION,Saya tidak berbakat,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-059,SELF_DEPRECATION,Rasanya saya tidak cocok untuk ini,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-060,SELF_DEPRECATION,Saya tidak bisa ngapa-ngapain,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-061,SELF_DEPRECATION,Rasanya saya hanya masalah,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-062,SELF_DEPRECATION,Saya tidak berguna bagi orang lain,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-063,SELF_DEPRECATION,Rasanya tidak ada yang peduli sama saya,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-064,SELF_DEPRECATION,Saya tidak bermakna,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-065,SELF_DEPRECATION,Rasanya saya tidak enough,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-066,SELF_DEPRECATION,Saya tidak kompeten,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-067,SELF_DEPRECATION,Rasanya I am useless,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-068,SELF_DEPRECATION,Saya tidak bec buat belajar,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-069,SELF_DEPRECATION,Rasanya saya tidak cukup cerdas,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-070,SELF_DEPRECATION,Saya tidak berbakat,SELF-CRITICAL,false,REWRITE,NURTURING,3
SELFDEP-071,SELF_DEPRECATION,Rasanya others succeed but I don't,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-072,SELF_DEPRECATION,Saya tidak berguna,SELF-CRITICAL,false,REWRITE,NURTURING,4
SELFDEP-073,SELF_DEPRECATION,Rasanya saya tidak produktif,SELF-CRITICAL,false,REWRITE,NURTURING,3
